ts	name	overrides	status	coding_agg_tps	coding_ttft_p50	longgen_decode_tps	shorts_p50_s	cold_prefill_tps	conc_top_agg_tps	warm_ttft_s	conc_top_decode_p50	conc_top_ttft_max	spec_accept	min_mem_gib	errors	bench_wall_s	foreign_reqs	sanity	cancel	needle	no_errors	mem_floor	clean	gates_pass	score	receipt	live_env
2026-09-02T14:28:03Z	live-baseline	(live)	ok	59.690	3.115	26.430	0.482	1009.700	76.770	1.632	25.930	34.517	0.306	0.850	0	662.100	1	1	1	1	0	0	1.000	/home/spark/AI/autoresearch/live-baseline.json
2026-09-02T15:24:43Z	mem080	GPU_MEM_UTIL=0.80	ok	60.210	2.393	27.910	0.420	1157.100	84.180	2.034	24.400	27.387	0.301	4.130	0	612.300	1	1	1	1	1	1	1.000	/home/spark/AI/autoresearch/mem080.json	DFLASH_TOKENS=7 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=4 
2026-09-02T15:45:13Z	mem080-seqs8	GPU_MEM_UTIL=0.80 MAX_NUM_SEQS=8	ok	61.270	2.812	26.650	0.462	1165.600	103.400	1.921	14.620	1.280	0.304	2.400	0	602.700	1	1	1	1	0	0	0.988	/home/spark/AI/autoresearch/mem080-seqs8.json	DFLASH_TOKENS=7 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=8 
2026-09-02T16:11:58Z	mem080-dflash5	GPU_MEM_UTIL=0.80 DFLASH_TOKENS=5	ok	60.790	2.836	28.210	0.495	1128.400	90.380	1.875	26.910	26.847	0.386	1.660	0	601.500	1	1	1	1	0	0	0.956	/home/spark/AI/autoresearch/mem080-dflash5.json	DFLASH_TOKENS=5 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=4 
2026-09-02T16:31:44Z	mem080-dflash3	GPU_MEM_UTIL=0.80 DFLASH_TOKENS=3	ok	59.630	1.691	31.080	0.453	1132.500	86.800	1.960	23.665	25.348	0.531	5.460	0	594.800	1	1	1	1	1	1	1.079	/home/spark/AI/autoresearch/mem080-dflash3.json	DFLASH_TOKENS=3 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=4 
2026-09-02T16:52:10Z	mem080-chunk4096	GPU_MEM_UTIL=0.80 MAX_NUM_BATCHED_TOKENS=4096	ok	57.080	2.492	26.500	0.459	1123.500	84.510	0.461	22.910	28.445	0.298	3.050	0	632.300	1	1	1	1	1	1	0.972	/home/spark/AI/autoresearch/mem080-chunk4096.json	DFLASH_TOKENS=7 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=4096 MAX_NUM_SEQS=4 
2026-09-02T17:13:22Z	mem080-chunk8192	GPU_MEM_UTIL=0.80 MAX_NUM_BATCHED_TOKENS=8192	ok	53.360	19.947	26.670	0.465	1137.100	88.110	0.504	23.445	24.714	0.299	3.470	0	647.300	1	1	1	1	1	1	0.686	/home/spark/AI/autoresearch/mem080-chunk8192.json	DFLASH_TOKENS=7 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=8192 MAX_NUM_SEQS=4 
2026-09-02T17:38:37Z	mem080-mix2048	GPU_MEM_UTIL=0.80 MIXED_PREFILL_CHUNK=2048	ok	62.570	2.887	29.100	0.410	1158.500	84.200	1.858	23.565	26.616	0.317	2.100	0	600.700	1	1	1	1	0	0	0.983	/home/spark/AI/autoresearch/mem080-mix2048.json	DFLASH_TOKENS=7 GLM53_MIXED_PREFILL_CHUNK=2048 GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=4 
2026-09-02T18:04:15Z	live-mem080-dflash3-rep	(live)	ok	62.170	2.169	30.650	0.411	1166.700	91.470	1.941	26.220	24.439	0.532	5.270	0	573.400	1	1	1	1	1	1	1.054	/home/spark/AI/autoresearch/live-mem080-dflash3-rep.json	DFLASH_TOKENS=3 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=4 
2026-09-02T18:24:08Z	mem080-dflash2	GPU_MEM_UTIL=0.80 DFLASH_TOKENS=2	ok	63.780	3.070	31.210	0.479	1181.400	64.250	1.810	17.440	34.710	0.638	5.140	0	596.700	1	1	1	1	1	1	0.947	/home/spark/AI/autoresearch/mem080-dflash2.json	DFLASH_TOKENS=2 GLM53_MIXED_PREFILL_CHUNK=off GPU_MEM_UTIL=0.80 KV_CACHE_DTYPE=fp8 MAX_NUM_BATCHED_TOKENS=2048 MAX_NUM_SEQS=4 
